23 Sektor;Nama Perusahaan;Deskripsi KBLI;Kabkot;Tambahan Investasi (US$);Negara;Proyek;TKI;TKA;
Tanaman Pangan, Perkebunan, dan Peternakan;SENTOSA PRIMA AGRO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;140826,8838;Singapura;1;0;0;
Industri Makanan;SENTOSA PRIMA AGRO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;80142,62906;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;BORNEO KETAPANG PERMAI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;1230448,224;Singapura;1;0;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;47842895,99;Hongkong, RRT;1;211;0;
Hotel dan Restoran;SRIBOGA MARUGAME INDONESIA;(56101) Restoran;Kabupaten Kubu Raya;499,6875;Amerika Serikat;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;CITRANUSA INTISAWIT;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;14424,82994;Kepulauan Virgin Inggris;1;34;0;
Industri Makanan;CITRANUSA INTISAWIT;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;7625;Kepulauan Virgin Inggris;1;0;0;
Industri Makanan;FALCON AGRI PERSADA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MATAHARI KUBU INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Bengkayang;0;Singapura;1;11;0;
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG PRIMA RESOURCES;(68130) Kawasan Industri;Kabupaten Ketapang;33761,43963;Singapura;1;0;0;
Industri Makanan;MATAHARI KUBU INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Bengkayang;0;Singapura;1;0;0;
Industri Makanan;MATAHARI KUBU INVESTAMA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Bengkayang;0;Singapura;1;0;0;
Perdagangan dan Reparasi;MATAHARI KUBU INVESTAMA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Bengkayang;0;Singapura;1;0;0;
Perdagangan dan Reparasi;MATAHARI KUBU INVESTAMA;(46315) Perdagangan Besar Minyak dan Lemak Nabati;Kabupaten Bengkayang;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;RIYA PASIFIK NABATI;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Mempawah;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;FALCON AGRI PERSADA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;3571913,002;Singapura;1;38;0;
Tanaman Pangan, Perkebunan, dan Peternakan;FALCON AGRI PERSADA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;3571913,002;Singapura;1;38;0;
Industri Makanan;PULAU TIGA LESTARI JAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0;Singapura;1;0;0;
Perumahan, Kawasan Industri dan Perkantoran;CIAWI PERKASA PROPERTY;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kota Pontianak;5360,267188;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PULAU TIGA LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;950844,5363;Singapura;1;3;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KALIMANTAN ALUMINA REFINERY;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;1472011,399;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PULAU TIGA LESTARI JAYA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;950844,5363;Singapura;1;3;0;
Listrik, Gas dan Air;UMEKAH SARIPRATAMA;(35203) Pengadaan Gas Bio;Kabupaten Ketapang;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;UMEKAH SARIPRATAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1610412,969;Singapura;1;21;0;
Industri Makanan;SINAR SAWIT SENTOSA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Kubu Raya;3125;Hongkong, RRT;1;7;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;WESTERFIELD ALUMINA INDONESIA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Sanggau;37500000;Hongkong, RRT;1;25;25;
Tanaman Pangan, Perkebunan, dan Peternakan;UMEKAH SARIPRATAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1610412,969;Singapura;1;21;0;
Industri Makanan;UMEKAH SARIPRATAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;2600538,823;Singapura;1;2;0;
Perumahan, Kawasan Industri dan Perkantoran;WESTERFIELD ALUMINA INDONESIA;(68130) Kawasan Industri;Kabupaten Sanggau;16250000;Hongkong, RRT;1;11;5;
Perdagangan dan Reparasi;MERAPI UTAMA PHARMA;(46339) Perdagangan Besar Makanan Dan Minuman Lainnya;Kabupaten Kubu Raya;0;Jepang;1;1;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KAYONG ALUMINIUM NUSANTARA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;10371291,49;Hongkong, RRT;1;347;0;
Transportasi, Gudang dan Telekomunikasi;KAYONG ALUMINIUM NUSANTARA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Hongkong, RRT;1;0;0;
Transportasi, Gudang dan Telekomunikasi;KAYONG ALUMINIUM NUSANTARA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;JINQUAN TRAD INDONESIA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Perdagangan dan Reparasi;TAWADA HEALTHCARE;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kota Pontianak;0;Singapura;1;1;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SINAR SAWIT ANDALAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;1173,205875;Singapura;1;0;0;
Industri Kimia Dan Farmasi;ATP BIO INDONESIA;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Kubu Raya;1537411,48;Jepang;1;24;0;
Industri Kimia Dan Farmasi;ATP BIO INDONESIA;(20115) Industri Kimia Dasar Organik Yang Bersumber Dari Hasil Pertanian;Kabupaten Kubu Raya;0;Jepang;1;0;0;
Transportasi, Gudang dan Telekomunikasi;ATP BIO INDONESIA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Kubu Raya;0;Jepang;1;0;0;
Pertambangan;YUXING INDONESIA INDUSTRIAL PARK;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;R.R. Tiongkok;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SANDIKA NATAPALMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1096609,673;Belanda;1;17;0;
Industri Makanan;SANDIKA NATAPALMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Belanda;1;0;0;
Jasa Lainnya;ARTHA PERSADA KREATIF;(86903) Aktivitas Pelayanan Penunjang Kesehatan;Kabupaten Kubu Raya;15264,339;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;GLOBAL YIMI CARGO;(52291) Jasa Pengurusan Transportasi (JPT);Kota Pontianak;1726,631688;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;REZEKI KENCANA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;12255,28456;R.R. Tiongkok;1;22;4;
Industri Makanan;REZEKI KENCANA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;0;R.R. Tiongkok;1;1;4;
Transportasi, Gudang dan Telekomunikasi;GLOBAL YIMI CARGO;(52291) Jasa Pengurusan Transportasi (JPT);Kota Pontianak;1726,631688;Hongkong, RRT;1;0;0;
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Sanggau;0;Singapura;1;0;0;
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Kayong Utara;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Kayong Utara;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MITRA KARYA SENTOSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;950994,1713;Singapura;1;19;0;
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;2185803,525;Singapura;1;1;0;
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;493277,0753;Singapura;1;3;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MITRA KARYA SENTOSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1340385,1;Singapura;1;36;0;
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;493277,0753;Singapura;1;3;0;
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Makanan;LIMPAH SEJAHTERA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;152171,8126;Singapura;1;1;0;
Tanaman Pangan, Perkebunan, dan Peternakan;LIMPAH SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;4521766,599;Singapura;1;46;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;2277,000625;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;2277,000625;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;2277,000625;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;HUNGARINDO PERSADA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;41875;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;HUNGARINDO PERSADA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;41875;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;RAYA SAWIT MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;31974,57031;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;RAYA SAWIT MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;31974,57031;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;RAYA SAWIT MANUNGGAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;31974,57031;Singapura;1;0;0;
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;2898;Jepang;1;3;0;
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Ketapang;0;Jepang;1;0;0;
Perdagangan dan Reparasi;YAKULT INDONESIA PERSADA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Sintang;80,0893125;Jepang;1;0;0;
Industri Makanan;SENTOSA BUMI WIJAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Bengkayang;0;Malaysia;1;0;0;
Industri Karet dan Plastik;GMG SENTOSA;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Kubu Raya;0;Singapura;1;0;0;
Industri Makanan;SENTOSA BUMI WIJAYA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Bengkayang;1000;Malaysia;1;0;0;
Pertambangan;MANDARA PRIMA NUSANTARA;(07293) Pertambangan Bijih Bauksit;Kabupaten Sanggau;302537,4876;Kepulauan Virgin Inggris;1;42;0;
Industri Makanan;TAYAN BUKIT SAWIT;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0;Malaysia;1;0;1;
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kabupaten Kubu Raya;0;Belanda;1;0;0;
Industri Makanan;TAYAN BUKIT SAWIT;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sanggau;0;Malaysia;1;0;0;
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;745128119,8;Hongkong, RRT;1;6;0;
Industri Makanan;PERMATA SUBUR LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;0;Malaysia;1;117;0;
Industri Makanan;PERMATA SUBUR LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sintang;0;Malaysia;1;0;0;
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;0;Hongkong, RRT;1;0;0;
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;0;Hongkong, RRT;1;0;0;
Industri Makanan;PALMA BUMI LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;0;Malaysia;1;105;0;
Industri Makanan;PALMA BUMI LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Landak;0;Malaysia;1;0;0;
Perdagangan dan Reparasi;INDOMOBIL BUSSAN TRUCKING;(45201) Reparasi Mobil;Kota Pontianak;0;Jepang;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PRAKARSA TANI SEJATI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;670937,5;Singapura;1;3;0;
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Sanggau;0;R.R. Tiongkok;1;0;0;
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;R.R. Tiongkok;1;0;0;
Pertambangan;HUAXIN MINING GROUP;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kota Pontianak;0;R.R. Tiongkok;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;GRAND MANDIRI UTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;17871,49406;Hongkong, RRT;1;555;4;
Industri Lainnya;GRAND MANDIRI UTAMA;(32909) Industri Pengolahan Lainnya YTDL;Kabupaten Sintang;0;Hongkong, RRT;1;0;0;
Industri  Mesin, Elektronik, Instrumen Kedokteran, Peralatan Listrik, Presisi, Optik dan Jam;WESTERFIELD ALUMINA INDONESIA;(28140) Industri Bearing, Roda Gigi dan Elemen Penggerak Mesin;Kabupaten Sanggau;375;Hongkong, RRT;1;0;0;
Konstruksi;ANDALAS PERMAI BORNEO;(43120) Penyiapan Lahan;Kota Pontianak;12500;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;BUDIDAYA AGROLESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;356196,2293;Belanda;1;4;0;
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kabupaten Kubu Raya;0;Belanda;1;0;0;
Konstruksi;ANDALAS PERMAI BORNEO;(43120) Penyiapan Lahan;Kota Pontianak;12500;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;KEBUN GANDA PRIMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;98625;Malaysia;1;28;0;
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kota Pontianak;0;Belanda;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;ANDALAS PERMAI BORNEO;(01611) Jasa Pengolahan Lahan;Kota Pontianak;12500;Malaysia;1;0;0;
Perumahan, Kawasan Industri dan Perkantoran;TARANGGA HANASTA;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kabupaten Ketapang;38366,75356;Belanda;1;0;0;
Kehutanan;PURBA MARGANA LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Sanggau;204539,5516;Singapura;1;33;0;
Kehutanan;WANA SUBUR LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Kubu Raya;179114,4818;Singapura;1;38;0;
Jasa Lainnya;INDOMOBIL BUSSAN TRUCKING;(77100) Aktivitas Penyewaan dan Sewa Guna Usaha Tanpa Hak Opsi Mobil, Bus, Truk Dan Sejenisnya;Kota Pontianak;0;Jepang;1;0;0;
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kota Pontianak;0;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46521) Perdagangan Besar Suku Cadang Elektronik;Kota Pontianak;0;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;558399,6849;Jepang;1;27;6;
Industri Makanan;SASMITA BUMI WIJAYA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sanggau;0;Malaysia;1;0;0;
Industri Makanan;SASMITA BUMI WIJAYA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;20812,5;Malaysia;1;112;0;
Kehutanan;KUBU MULIA FORESTRY;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Kubu Raya;72693,45;Singapura;1;69;0;
Industri Karet dan Plastik;SUMBER DJANTIN;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;0;Singapura;1;0;0;
Kehutanan;MAYANGKARA TANAMAN INDUSTRI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Sanggau;45961,9775;Singapura;1;0;0;
Pertambangan;PUSAKA JAMAN RAJA;(07293) Pertambangan Bijih Bauksit;Kabupaten Ketapang;21491,31631;Hongkong, RRT;1;17;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KETAPANG ALUMINIUM BASE;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Singapura;1;5;0;
Listrik, Gas dan Air;KETAPANG ALUMINIUM BASE;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;0;Singapura;1;5;0;
Jasa Lainnya;RUANG RAYA INDONESIA;(85495) Pendidikan Bimbingan Belajar Dan Konseling Swasta;Kabupaten Kubu Raya;0;Singapura;1;0;0;
Kehutanan;MAYANGKARA TANAMAN INDUSTRI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Ketapang;0;Singapura;1;1;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA PLANTATION AND PRODUCTS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;6250;Hongkong, RRT;1;0;0;
Industri Kayu;LANDAK TIMBER PRODUCT;(16101) Industri Penggergajian Kayu;Kabupaten Sintang;0;R.R. Tiongkok;1;0;0;
Industri Kayu;LANDAK TIMBER PRODUCT;(16221) Industri Barang Bangunan Dari Kayu;Kabupaten Sintang;0;R.R. Tiongkok;1;0;0;
Industri Kayu;LANDAK TIMBER PRODUCT;(16105) Industri Partikel Kayu dan Sejenisnya;Kabupaten Sintang;38241,01494;R.R. Tiongkok;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA PLANTATION AND PRODUCTS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;12018,0105;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;BINA OVIVIPARI SEMESTA;(46610) Perdagangan Besar Bahan Bakar Padat, Cair Dan Gas Dan Produk YBDI;Kabupaten Kubu Raya;24548,42625;Singapura;1;0;0;
Kehutanan;JELAI LESTARI ABADI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Ketapang;0;Singapura;1;0;0;
Industri Makanan;WAHANA PLANTATION AND PRODUCTS;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;24975,53644;Hongkong, RRT;1;0;0;
Industri Makanan;KEBUN GANDA PRIMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;7812,5;Malaysia;1;0;0;
Industri Makanan;SUNRISE MALINDO SENTOSA;(10433) Industri Pemisahan/Fraksinasi Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kabupaten Ketapang;0;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;HARAPAN SAWIT LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1328749,343;Singapura;1;73;0;
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KALIMANTAN ALUMINA NUSANTARA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Sanggau;65346064,72;Hongkong, RRT;1;91;13;
Industri Makanan;HARAPAN SAWIT LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;77011,7105;Singapura;1;0;0;
Industri Makanan;HARAPAN SAWIT LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Ketapang;0;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;INDOSAT;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Pontianak;380717,3066;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;INDO SAWIT KEKAL;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;97594,69019;Singapura;1;33;0;
Industri Makanan;INDO SAWIT KEKAL;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;67435,98856;Singapura;1;1;0;
Transportasi, Gudang dan Telekomunikasi;SATELIT NUSANTARA TIGA;(61300) Aktivitas Telekomunikasi Satelit;Kabupaten Mempawah;0;Malaysia;1;0;0;
Industri Makanan;SWADAYA MUKTI PRAKARSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kayong Utara;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;SWADAYA MUKTI PRAKARSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kayong Utara;3213888,902;Singapura;1;192;0;
Industri Makanan;SWADAYA MUKTI PRAKARSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;142004,0078;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;POLIPLANT SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;302148,1024;Malaysia;1;4;0;
Industri Makanan;POLIPLANT SEJAHTERA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;207635,2641;Malaysia;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;MAYA AGRO INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;54981,73269;Singapura;1;75;0;
Industri Makanan;MAYA AGRO INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;33124,15306;Singapura;1;0;0;
Transportasi, Gudang dan Telekomunikasi;GUDANG SEGAR INDONESIA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;ANDES SAWIT MAS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;58803,79194;Singapura;1;10;0;
Transportasi, Gudang dan Telekomunikasi;NIPSEA PAINT AND CHEMICALS;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;ANDES SAWIT LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;86874,00956;Singapura;1;0;0;
Industri Makanan;ANDES AGRO INVESTAMA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Ketapang;0;Singapura;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;ANDES AGRO INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;67249,82663;Singapura;1;0;0;
Industri Makanan;ANDES AGRO INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;255806,2297;Singapura;1;1;0;
Listrik, Gas dan Air;VPOWER OPERATION SERVICES;(35111) Pembangkitan Tenaga Listrik;Kota Singkawang;21875;Hongkong, RRT;1;0;0;
Listrik, Gas dan Air;VPOWER OPERATION SERVICES;(35121) Pengoperasian Instalasi Penyediaan Tenaga Listrik;Kota Singkawang;18125;Hongkong, RRT;1;0;0;
Perdagangan dan Reparasi;VPOWER OPERATION SERVICES;(33141) Reparasi Motor Listrik, Generator Dan Transformator;Kota Singkawang;30625;Hongkong, RRT;1;0;0;
Tanaman Pangan, Perkebunan, dan Peternakan;PERKEBUNAN ANAK NEGERI PASAMAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;9670,248063;Inggris;1;0;0;
